Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Cooling degree days (24C)|Hazard|Difference|Population weighted,%,18046.83122,577.8357893,759.9797796,1792.720362,2879.491644,4330.250748,7778.838837,10874.10946,15417.55608,22969.61881,31010.96292,39496.20391,52077.88918,63898.97531,71520.16474,71522.34003,71524.51533
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Cooling degree days (24C)|Hazard|Risk score,risk score,3.870978423,3.85379951,4.134189748,4.289385822,4.431365141,4.580257451,4.645930871,4.7046913,4.755044621,4.783445811,4.813622076,4.839576872,4.860519436,4.880298524,4.893096758,4.893096758,4.893096758
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Cooling degree days (24C)|Hazard|Risk score|Land area weighted,risk score,3.919602441,3.913039015,4.195224731,4.346552748,4.484275509,4.628347706,4.688667336,4.742637531,4.788978013,4.815358405,4.843387573,4.867406192,4.886456154,4.904447785,4.916089429,4.916089429,4.916089429
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Cooling degree days (24C)|Hazard|Risk score|Population weighted,risk score,3.472405869,3.443823213,3.699722468,3.835075059,3.957586742,4.085569087,4.13979998,4.187502742,4.23106865,4.26257886,4.296292218,4.324832221,4.346355754,4.367057638,4.378947616,4.375343265,4.371738913
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Exposure|Land area,km2,3277456.505,3080556.729,3159923.632,3204146.896,3244647.395,3297016.483,3409768.069,3510651.066,3583836.351,3590152.375,3596863.15,3644903.148,3839766.559,4023804.224,4142887.42,4142887.42,4142887.42
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Exposure|Land area|%,%,14.76552193,13.87845357,14.23601553,14.43524916,14.61771108,14.8536431,15.36160896,15.81610473,16.1458174,16.1742722,16.20450543,16.42093413,17.2988283,18.12795057,18.66444146,18.66444146,18.66444146
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Exposure|Population,people,101230624.1,99409803.55,104372442,109822368.9,115374047.4,120038197,124117715.5,126725885.7,128428842.9,127057005.1,125583214,124575890,127875320.1,130124138.3,130662741,128019181.3,125375621.7
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Exposure|Population|%,%,15.72397437,14.92236001,15.15855681,15.56966879,15.97683265,16.4273926,16.78914517,17.10933563,17.30642217,17.22267519,17.12384358,17.19861713,17.87721296,18.50544149,18.90848035,18.89145728,18.87443422
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Hazard|Absolute,mm/day,10.72626427,10.72649544,10.72518542,10.71294197,10.70004037,10.68949407,10.71186938,10.7318894,10.73810695,10.71278143,10.68587307,10.6712115,10.69070806,10.70912148,10.72103605,10.72103605,10.72103605
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Hazard|Absolute|Land area weighted,mm/day,10.58186004,10.58363292,10.58265945,10.5693921,10.55537511,10.54359748,10.5648714,10.58390596,10.58909991,10.56272484,10.53470133,10.51958016,10.54055077,10.56035634,10.57317172,10.57317172,10.57317172
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Hazard|Absolute|Population weighted,mm/day,10.43559006,10.46117857,10.44913578,10.43165939,10.41335079,10.39534507,10.39611291,10.39611303,10.3826629,10.34039977,10.29480203,10.26472768,10.27620038,10.28549554,10.29037292,10.28771665,10.28506038
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Hazard|Difference,%,0.631221872,0.509775978,0.504444325,0.450332561,0.393274572,0.363380266,0.621435256,0.852326563,0.957685507,0.77329141,0.577372682,0.482119248,0.675808869,0.858737957,0.977103836,0.977103836,0.977103836
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Hazard|Difference|Land area weighted,%,0.549627303,0.44931629,0.445650604,0.377635583,0.305669223,0.259701468,0.506688218,0.727676362,0.823465031,0.630815553,0.426125482,0.326137018,0.526380918,0.715500157,0.837871429,0.837871429,0.837871429
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Hazard|Difference|Population weighted,%,-0.158110369,0.023522035,-0.090331492,-0.239752252,-0.395122379,-0.552925985,-0.564823896,-0.583197773,-0.718739672,-1.105800275,-1.52259733,-1.810400519,-1.748455134,-1.697431155,-1.682935803,-1.723048643,-1.763161483
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Hazard|Risk score,risk score,2.183821097,2.147085799,2.153025539,2.161527887,2.170076172,2.18133991,2.207136711,2.230218059,2.247009822,2.248606771,2.250303529,2.256548151,2.279259252,2.300708624,2.31458763,2.31458763,2.31458763
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Hazard|Risk score|Land area weighted,risk score,2.160733126,2.12585512,2.131784092,2.139220726,2.14663757,2.156690603,2.181734399,2.204142006,2.220334372,2.221535115,2.222810904,2.228685784,2.251070241,2.272211117,2.285890508,2.285890508,2.285890508
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Precipitation intensity index|Hazard|Risk score|Population weighted,risk score,2.153420146,2.11947441,2.119530234,2.125040708,2.130548822,2.137865673,2.153754709,2.167548596,2.176355882,2.173890675,2.171026645,2.173496377,2.194794579,2.214417834,2.226225276,2.224344478,2.22246368
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Exposure|Land area,km2,15434842.07,15094502.79,15579429.14,16037203.76,16483955.89,16962835.77,17268049.32,17541135.13,17759644.9,17842023.48,17929550.73,18002783.99,18054305.9,18102965.48,18134451.1,18134451.1,18134451.1
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Exposure|Land area|%,%,69.53669673,68.00340804,70.18808711,72.25044284,74.2631403,76.42057893,77.79562005,79.02591999,80.01034517,80.38147529,80.77580104,81.10572982,81.33784516,81.5570652,81.69891347,81.69891347,81.69891347
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Exposure|Population,people,404805486.6,405582318.2,435977836,467952673.7,500949828.5,529796552.7,543145928.2,550388327,556128288.4,553847210,551656173,545880909.4,540413330.3,532577216.8,523999667.2,513287109.5,502574551.8
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Exposure|Population|%,%,62.87772252,60.88438582,63.31934624,66.34691098,69.37081396,72.50611473,73.4702198,74.30865719,74.94103914,75.07333499,75.22083338,75.36114883,75.55081145,75.73862811,75.82909512,75.74411197,75.65912883
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Hazard|Absolute,consecutive days,153.7764813,145.1129354,149.0927068,153.7646726,158.4033666,163.5530975,168.4079488,172.7517631,176.8551347,180.1740137,183.7003227,186.7777834,189.4251402,191.9254216,193.5432508,193.5432508,193.5432508
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Hazard|Absolute|Land area weighted,consecutive days,160.0415487,151.1768073,155.2954869,160.1178408,164.904969,170.2175865,175.2097352,179.6763945,183.8883592,187.2772509,190.8779484,194.0174671,196.7077916,199.2486536,200.8927408,200.8927408,200.8927408
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Hazard|Absolute|Population weighted,consecutive days,106.5432961,97.95215225,100.9085631,104.4565286,107.9874407,111.9214554,116.2102083,119.9888585,123.6773568,126.9490826,130.4313422,133.4690115,136.1040046,138.6113312,140.1676385,140.0029052,139.8381718
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Hazard|Difference,%,128.4047602,64.69672431,75.71683807,92.69894763,109.8417567,129.7145324,155.6492163,178.8539334,203.5170913,230.0238355,258.1872513,284.4359579,313.0948762,340.1616323,357.6754156,357.6754156,357.6754156
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Hazard|Difference|Land area weighted,%,111.5836915,56.07241955,65.55686857,80.31003463,95.21010226,112.4876729,135.0739516,155.2827273,176.7442109,199.7729001,224.2408825,247.0672709,272.0641924,295.672396,310.9482924,310.9482924,310.9482924
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Hazard|Difference|Population weighted,%,153.9077114,65.83815225,77.88114393,97.75727962,117.9590124,141.7550754,175.9566353,206.6537996,240.501705,279.3268312,320.7343574,359.5221805,402.7522324,443.4817428,469.8969969,469.8479302,469.7988636
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Hazard|Risk score,risk score,3.157077269,3.021816984,3.172987075,3.307196627,3.437439027,3.578849249,3.68494355,3.77987003,3.86307162,3.914894543,3.969956398,4.015008839,4.042842463,4.069129775,4.086139212,4.086139212,4.086139212
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Hazard|Risk score|Land area weighted,risk score,3.211137733,3.081008504,3.233256763,3.367074322,3.49681211,3.637481251,3.741329095,3.834245586,3.91532283,3.964888054,4.017551104,4.06063011,4.087203006,4.112299631,4.128538623,4.128538623,4.128538623
AIM/Hub-Global 2.4,REF-v2,Latin America and Caribbean,RIME|Tropical nights|Hazard|Risk score|Population weighted,risk score,2.904933943,2.767745443,2.950563808,3.097974755,3.240002248,3.393726014,3.501498766,3.59680887,3.678839211,3.725601271,3.775632321,3.816561162,3.843045131,3.868433942,3.883262588,3.879026221,3.874789854
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Exposure|Land area,km2,8131.380219,811.5967466,811.5967466,811.5967466,811.5967466,884.0852122,1572.725635,2188.877592,3954.586853,8213.077949,12737.72474,17064.32407,22161.61359,26975.72037,30090.73063,30090.73063,30090.73063
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Exposure|Land area|%,%,0.022715925,0.002267287,0.002267287,0.002267287,0.002267287,0.002469791,0.004393586,0.006114876,0.011047583,0.022944156,0.035584266,0.047671107,0.061910959,0.075359707,0.084061838,0.084061838,0.084061838
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Exposure|Population,people,297754.8256,10576.80188,11292.93242,11978.86978,12664.80713,15870.79795,42425.68498,68930.32652,151998.8704,353047.166,566604.9055,765053.467,988825.462,1187801.65,1306120.818,1287973.251,1269825.684
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Exposure|Population|%,%,0.032662844,0.001140516,0.001199346,0.00125319,0.001307034,0.0016167,0.004270664,0.006877519,0.015043777,0.034734181,0.055419046,0.074548151,0.095988755,0.115360477,0.126915189,0.125692235,0.12446928
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Hazard|Absolute,days/yr,48.23225417,48.62620383,48.49140535,48.31013293,48.12854817,47.9262973,47.72996919,47.5543072,47.42433106,47.40519685,47.38486675,47.30757842,47.02435886,46.75687371,46.58379509,46.58379509,46.58379509
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Hazard|Absolute|Land area weighted,days/yr,51.79566007,52.0247801,51.98880989,51.90041772,51.80944091,51.71032501,51.63300363,51.56382133,51.54664985,51.6479717,51.75562616,51.76379116,51.45857244,51.17031032,50.98378777,50.98378777,50.98378777
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Hazard|Absolute|Population weighted,days/yr,38.65061481,38.52530172,38.87146251,39.21958276,39.5659196,39.91423271,40.28382475,40.59570119,40.8900355,41.10636764,41.32953148,41.47117494,41.43612842,41.42186008,41.4331338,41.49650234,41.55987088
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Hazard|Difference,%,-2.260094049,-1.636675437,-1.838793431,-2.126491682,-2.415651815,-2.737561802,-3.048685412,-3.327059168,-3.549465131,-3.632367021,-3.720450279,-3.866415688,-4.243466152,-4.599569368,-4.829989096,-4.829989096,-4.829989096
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Hazard|Difference|Land area weighted,%,-0.69781163,-0.353409796,-0.393200406,-0.521729401,-0.655039341,-0.799934018,-0.909989022,-1.008459288,-1.051513502,-0.96686003,-0.876915717,-0.897851873,-1.277770042,-1.636581646,-1.86875386,-1.86875386,-1.86875386
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Hazard|Difference|Population weighted,%,2.642135025,1.817759336,2.43727572,2.911889592,3.366507059,3.888355754,4.551712092,5.131414537,5.654090247,6.019002826,6.402798671,6.688762782,6.777966947,6.872958142,6.927945752,6.911116252,6.894286752
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Hazard|Risk score,risk score,0.977637022,0.976754133,0.977803957,0.978632863,0.979427773,0.980389565,0.981974945,0.983393443,0.985860305,0.990550127,0.995533063,0.997839971,0.992392908,0.987248459,0.983919697,0.983919697,0.983919697
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Hazard|Risk score|Land area weighted,risk score,1.04366365,1.038245058,1.042233179,1.046039712,1.049758202,1.054024052,1.059223969,1.063876526,1.06979536,1.078226323,1.087184221,1.091924805,1.084802931,1.078076717,1.073724461,1.073724461,1.073724461
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Consecutive dry days|Hazard|Risk score|Population weighted,risk score,0.857821625,0.818508334,0.842268271,0.866697609,0.890768542,0.917105847,0.945717746,0.970444065,0.993072606,1.00918274,1.026067153,1.039490372,1.047824287,1.056491774,1.062123074,1.062241578,1.062360081
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Exposure|Land area,km2,708437.4739,811074.6644,900026.8962,2621066.21,4442400.348,6199687.973,5591246.108,5046850.755,4745139.473,5009356.403,5290086.891,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Exposure|Land area|%,%,1.979099715,2.265828244,2.514326302,7.322243079,12.41034472,17.31952523,15.61977448,14.09894487,13.25608049,13.99420019,14.77845236,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Exposure|Population,people,11375649.31,18486852.59,24786010.66,105746162.1,193818994.4,279635190.1,240853980.3,204458155,186994361.3,214302243.7,243709714.8,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Exposure|Population|%,%,1.247875857,1.995285435,2.632354197,11.06967121,20.0025169,28.49929095,24.24489926,20.40726269,18.50738388,21.08485545,23.83699783,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Hazard|Absolute,-,24.2485396,24.21253563,24.1813322,24.39084564,24.61600395,24.81731642,24.59078098,24.38809138,24.25322571,24.27949562,24.30740739,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Hazard|Absolute|Land area weighted,-,26.20292811,26.15897633,26.1208848,26.3840924,26.66686372,26.9222974,26.66258975,26.43021975,26.27939651,26.32164495,26.36653392,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Hazard|Absolute|Population weighted,-,34.71757744,34.74236245,34.76320795,35.3039428,35.87675352,36.41399221,36.11194021,35.83836474,35.70319681,35.88826516,36.08546719,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Hazard|Difference,%,-0.536185758,-0.81685666,-1.060104774,-0.118916661,0.900976565,1.770107444,0.337865143,-0.943614811,-1.83552716,-1.795009606,-1.751959705,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Hazard|Difference|Land area weighted,%,-0.082431231,-0.346580145,-0.575509204,0.577812532,1.821927425,2.924940479,1.584473009,0.385107379,-0.424275829,-0.305146789,-0.178572184,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Hazard|Difference|Population weighted,%,1.315139774,1.434585808,1.535948235,3.234050738,5.030455454,6.740625657,5.935776016,5.209002989,4.887559461,5.510095991,6.173542279,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Hazard|Risk score,risk score,1.110969744,1.12250733,1.132506572,1.286812986,1.449946305,1.60428906,1.520778704,1.446058912,1.398435815,1.414820732,1.432229706,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Hazard|Risk score|Land area weighted,risk score,1.199266488,1.211734306,1.222539749,1.405477619,1.59896597,1.78272373,1.690283126,1.607573111,1.555208454,1.574468875,1.594933073,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity (Runoff)|Hazard|Risk score|Population weighted,risk score,1.822870393,1.844036135,1.862080121,2.108136979,2.368512487,2.615459743,2.487274547,2.371611854,2.309196846,2.371230884,2.437360755,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Exposure|Land area,km2,1022203.719,1061241.533,1095074.305,1423344.675,1769366.765,2227353.061,3291013.012,4242708.759,5003280.019,5287395.306,5589267.799,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Exposure|Land area|%,%,2.85564099,2.964697512,3.059213163,3.976273342,4.942924944,6.22236114,9.193814775,11.85248382,13.97722512,14.77093312,15.61424786,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Exposure|Population,people,66715070.97,77657786.84,87519329.38,104496302.6,122203094.4,146287041.5,207414244.5,262509157.3,309481177.4,333645041.5,359476217.7,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Exposure|Population|%,%,7.3184505,8.380729062,9.294834781,10.93860814,12.61160945,14.90895227,20.87878081,26.20126469,30.63026561,32.82659267,35.16000102,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Hazard|Absolute,-,191.6657487,191.5557901,191.4604926,191.3818642,191.3061102,191.3580072,192.5706914,193.6557247,194.7320372,195.7253387,196.7807216,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Hazard|Absolute|Land area weighted,-,199.2689545,199.2816743,199.2926981,199.2477274,199.1990451,199.3680648,201.436234,203.2867013,205.038638,206.4649566,207.9804201,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Hazard|Absolute|Population weighted,-,413.2575062,416.3892102,419.3101776,420.479341,421.4975318,423.2777182,434.6273129,445.3324312,455.1994273,462.912344,471.021796,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Hazard|Difference,%,-0.028365244,-0.257719596,-0.456493368,-0.347691898,-0.215844402,-0.073787612,0.023200689,0.109979695,0.209930044,0.3337527,0.465314272,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Hazard|Difference|Land area weighted,%,0.484009362,0.239061304,0.026772987,0.274057586,0.554147959,0.869309015,1.2024805,1.500581302,1.783421019,2.015151006,2.261364117,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Hazard|Difference|Population weighted,%,2.855545967,3.195024132,3.48518647,4.018166011,4.56520955,5.285748076,6.94343453,8.420745946,9.722171693,10.55530975,11.44167224,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Hazard|Risk score,risk score,1.095112099,1.100262797,1.104726735,1.141642919,1.180501525,1.226480506,1.294124077,1.354647271,1.40395187,1.42501537,1.447395338,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Hazard|Risk score|Land area weighted,risk score,1.17267521,1.175803082,1.178513905,1.228186477,1.280742026,1.341902738,1.423651769,1.49679564,1.556193567,1.581047837,1.6074555,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Drought intensity|Hazard|Risk score|Population weighted,risk score,1.766766019,1.799466856,1.827392908,1.883856853,1.941841911,2.015433542,2.164549271,2.297524666,2.412495905,2.480569607,2.552849274,,,,,,
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Exposure|Land area,km2,9339376.529,3969040.692,5033696.585,7294451.698,9609488.859,12245678.23,15296624.17,18026417.91,20538416.19,22410688.35,24399977.52,26070705.62,27270063.52,28402790.42,29135731.36,29135731.36,29135731.36
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Exposure|Land area|%,%,26.09059812,11.08796131,14.06219722,20.37787075,26.84518728,34.20967859,42.73283903,50.35882468,57.37637423,62.60677697,68.16407988,72.83144662,76.18198773,79.34638766,81.39394056,81.39394056,81.39394056
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Exposure|Population,people,271885179.9,137850406.4,202929781.6,302231810.3,405512181.8,523801968.2,656473101.5,775553621.5,872939579.2,910022740.7,948943411.3,977637054.4,988828608,995531237,999650840.4,995101415.7,990551991
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Exposure|Population|%,%,29.82501858,14.87620318,21.55179668,31.63652471,41.84968711,53.38282286,66.08204768,77.40796505,86.39740677,89.53487043,92.81518404,95.26094766,95.9890602,96.68748657,97.13563562,97.11514799,97.09466037
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Hazard|Absolute,events/yr,0.937885069,0.727973818,0.808665094,0.916833789,1.025168066,1.145824759,1.262887696,1.367628219,1.464044777,1.535987406,1.612426449,1.680827529,1.745826017,1.807213479,1.846934778,1.846934778,1.846934778
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Hazard|Absolute|Land area weighted,events/yr,0.947898022,0.735879444,0.821269167,0.933504611,1.045775802,1.170721148,1.291125626,1.398855948,1.498409718,1.573638,1.653568048,1.723552804,1.784588757,1.842233824,1.879533573,1.879533573,1.879533573
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Hazard|Absolute|Population weighted,events/yr,1.089068665,0.84871823,0.94149223,1.060316108,1.178959691,1.31043328,1.438382149,1.55223424,1.655385858,1.728217731,1.805578196,1.881069264,1.975689721,2.065378664,2.123396094,2.12307633,2.122756567
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Hazard|Difference,%,406.8845463,272.1986392,317.2769207,378.8223244,440.5300333,509.6058586,579.6029639,642.2319528,701.6784244,750.4392996,802.2477294,849.0715127,895.2105839,938.7863734,966.9824725,966.9824725,966.9824725
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Hazard|Difference|Land area weighted,%,444.125619,298.4419035,348.342049,415.772758,483.3395091,558.9671392,635.5454901,704.062962,769.3716292,823.5904865,881.1980225,932.4258353,979.9623494,1024.857946,1053.908038,1053.908038,1053.908038
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Hazard|Difference|Population weighted,%,498.86319,340.413825,391.6548149,461.0541345,530.6348111,608.4086833,687.5586749,758.488488,824.3851288,875.0041808,928.8608787,982.1170993,1050.920257,1115.737596,1157.874643,1158.024081,1158.173518
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Hazard|Risk score,risk score,1.758765872,1.488157638,1.668859862,1.889778597,2.109735822,2.348533035,2.527512923,2.687652823,2.825749442,2.905930851,2.991123598,3.062846744,3.114988646,3.164233777,3.196098272,3.196098272,3.196098272
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Hazard|Risk score|Land area weighted,risk score,1.912387077,1.661253116,1.850889635,2.072641059,2.292752808,2.530829905,2.701500704,2.854206156,2.98618841,3.063596955,3.145843534,3.213365793,3.255962118,3.29619198,3.322223067,3.322223067,3.322223067
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p95 10 days|Hazard|Risk score|Population weighted,risk score,2.267499543,2.052863108,2.265772692,2.51490113,2.761872948,3.025453809,3.194154106,3.34433936,3.464525005,3.5100295,3.558108839,3.595947463,3.614141001,3.631474578,3.642689239,3.642580817,3.642472395
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p99 5 days|Exposure|Land area,km2,12622265.92,7334271.422,8926426.885,12192970.77,15533545.55,19237285.3,22687352.46,25774254.65,28392407.18,29797728,31290881.36,32477086.75,33072053.28,33633966.12,33997556.77,33997556.77,33997556.77
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p99 5 days|Exposure|Land area|%,%,35.26171864,20.48911162,24.93697688,34.06243439,43.39470555,53.74151886,63.37966925,72.0032775,79.3173809,83.24330256,87.41459432,90.72839242,92.3904983,93.96026496,94.97599633,94.97599633,94.97599633
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p99 5 days|Exposure|Population,people,372848694.7,297519863.1,388937464.4,499569924.8,612930684.9,733774881.1,798758702.9,855710351.5,905676856.3,933372476.7,962416082.8,985085981,1000206887,1010470907,1016868810,1012411268,1007953725
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p99 5 days|Exposure|Population|%,%,40.90042439,32.10773782,41.30641194,52.29404591,63.25570114,74.78255889,80.40483391,85.40840457,89.63751171,91.83209068,94.13293226,95.98665277,97.09358965,98.13845879,98.80869825,98.80454493,98.8003916
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p99 5 days|Hazard|Absolute,events/yr,0.996455126,0.621179053,0.716543855,0.860422591,1.005499509,1.170069509,1.355253795,1.520944998,1.679579096,1.81294102,1.954638064,2.086478129,2.229661926,2.364891067,2.452392276,2.452392276,2.452392276
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p99 5 days|Hazard|Absolute|Land area weighted,events/yr,1.044626729,0.656213113,0.760608245,0.916108191,1.072794589,1.250472964,1.449896745,1.628328548,1.798747344,1.941041534,2.092229111,2.2287326,2.362755411,2.489332511,2.57123534,2.57123534,2.57123534
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p99 5 days|Hazard|Absolute|Population weighted,events/yr,1.241834347,0.821618523,0.946374267,1.118226104,1.290926322,1.485100556,1.696120082,1.884288246,2.061399672,2.202431443,2.352097196,2.495652919,2.668761247,2.832769323,2.93900142,2.938692976,2.938384532
AIM/Hub-Global 2.4,REF-v2,Western Europe and Other States,RIME|Heatwave p99 5 days|Hazard|Difference,%,870.3369989,486.4689732,580.2212932,722.6857455,866.3917767,1029.714302,1216.070999,1382.811201,1544.359154,1684.675914,1833.76247,1971.597504,2118.286091,2256.825312,2346.468338,2346.468338,2346.468338
